PM_ID	Title	Abstract	Journal	Year	PMC_ID	DOI	Type	Author
15040955	Minimal metabolic engineering of Saccharomyces cerevisiae for efficient anaerobic xylose fermentation: a proof of principle.	When xylose metabolism in yeasts proceeds exclusively via NADPH-specific xylose reductase and NAD-specific xylitol dehydrogenase, anaerobic conversion of the pentose to ethanol is intrinsically impossible. When xylose reductase has a dual specificity for both NADPH and NADH, anaerobic alcoholic fermentation is feasible but requires the formation of large amounts of polyols (e.g., xylitol) to maintain a closed redox balance. As a result, the ethanol yield on xylose will be sub-optimal. This paper demonstrates that anaerobic conversion of xylose to ethanol, without substantial by-product formation, is possible in Saccharomyces cerevisiae when a heterologous xylose isomerase (EC 5.3.1.5) is functionally expressed. Transformants expressing the XylA gene from the anaerobic fungus Piromyces sp. E2 (ATCC 76762) grew in synthetic medium in shake-flask cultures on xylose with a specific growth rate of 0.005 h(-1). After prolonged cultivation on xylose, a mutant strain was obtained that grew aerobically and anaerobically on xylose, at specific growth rates of 0.18 and 0.03 h(-1), respectively. The anaerobic ethanol yield was 0.42 g ethanol x g xylose(-1) and also by-product formation was comparable to that of glucose-grown anaerobic cultures. These results illustrate that only minimal genetic engineering is required to recruit a functional xylose metabolic pathway in Saccharomyces cerevisiae. Activities and/or regulatory properties of native S. cerevisiae gene products can subsequently be optimised via evolutionary engineering. These results provide a gateway towards commercially viable ethanol production from xylose with S. cerevisiae.	FEMS yeast research	2004		10.1016/j.femsyr.2004.01.003	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Marko,LastName:Kuyper] [ForeName:Aaron A,LastName:Winkler] [ForeName:Johannes P,LastName:van Dijken] [ForeName:Jack T,LastName:Pronk]
15113568	Engineering of Saccharomyces cerevisiae for the production of L-glycerol 3-phosphate.	L-glycerol 3-phosphate (L-G3P) was accumulated in Saccharomyces cerevisiae by pathway engineering. Intracellular concentration of this metabolic intermediate could be increased more than 20 times compared to the wild type by overexpressing GPD1 encoding the glycerol 3-phosphate dehydrogenase in a gpp1 Delta gpp2 Delta mutant which lacks both isoenzymes of glycerol 3-phosphatase. Investigation of cellular pattern of triacylglycerols and glycerophospholipids did not reveal considerable changes due to accumulation of their precursor L-G3P. Hyperosmotic stress did not affect the L-G3P pool in the gpp1 Delta gpp2 Delta mutant overexpressing GPD1 despite an about 4-fold increase of specific GPD activity. In contrast, oxygen limitation improved intracellular L-G3P concentration by enhancing the availability of cytosolic NADH. The reduction of pyruvate decarboxylase activity by deleting PDC2 led to an additional increase. In fact, the triple mutant gpp1 Delta gpp2 Delta pdc2 Delta overexpressing GPD1 accumulated 17 mg L-G3P/g dry weight during glucose batch fermentation under oxygen limitation. This value corresponds to an about 100-fold increase compared to that found in the wild type.	Metabolic engineering	2004		10.1016/j.ymben.2004.02.005	Comparative Study,Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,Validation Study,	[ForeName:H T T,LastName:Nguyen] [ForeName:A,LastName:Dieterich] [ForeName:K,LastName:Athenstaedt] [ForeName:N H,LastName:Truong] [ForeName:U,LastName:Stahl] [ForeName:E,LastName:Nevoigt]
16289778	In silico aided metabolic engineering of Saccharomyces cerevisiae for improved bioethanol production.	In silico genome-scale cell models are promising tools for accelerating the design of cells with improved and desired properties. We demonstrated this by using a genome-scale reconstructed metabolic network of Saccharomyces cerevisiae to score a number of strategies for metabolic engineering of the redox metabolism that will lead to decreased glycerol and increased ethanol yields on glucose under anaerobic conditions. The best-scored strategies were predicted to completely eliminate formation of glycerol and increase ethanol yield with 10%. We successfully pursued one of the best strategies by expressing a non-phosphorylating, NADP(+)-dependent glyceraldehyde-3-phosphate dehydrogenase in S. cerevisiae. The resulting strain had a 40% lower glycerol yield on glucose while the ethanol yield increased with 3% without affecting the maximum specific growth rate. Similarly, expression of GAPN in a strain harbouring xylose reductase and xylitol dehydrogenase led to an improvement in ethanol yield by up to 25% on xylose/glucose mixtures.	Metabolic engineering	2006		10.1016/j.ymben.2005.09.007	Comparative Study,Journal Article,	[ForeName:Christoffer,LastName:Bro] [ForeName:Birgitte,LastName:Regenberg] [ForeName:Jochen,LastName:Förster] [ForeName:Jens,LastName:Nielsen]
24512040	Microbial production of sabinene--a new terpene-based precursor of advanced biofuel.	Sabinene, one kind of monoterpene, accumulated limitedly in natural organisms, is being explored as a potential component for the next generation of aircraft fuels. And demand for advanced fuels impels us to develop biosynthetic routes for the production of sabinene from renewable sugar.	Microbial cell factories	2014	3923588.0	10.1186/1475-2859-13-20	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Haibo,LastName:Zhang] [ForeName:Qiang,LastName:Liu] [ForeName:Yujin,LastName:Cao] [ForeName:Xinjun,LastName:Feng] [ForeName:Yanning,LastName:Zheng] [ForeName:Huibin,LastName:Zou] [ForeName:Hui,LastName:Liu] [ForeName:Jianming,LastName:Yang] [ForeName:Mo,LastName:Xian]
24333607	Metabolic engineering of fatty acyl-ACP reductase-dependent pathway to improve fatty alcohol production in Escherichia coli.	Fatty alcohols are important components of surfactants and cosmetic products. The production of fatty alcohols from sustainable resources using microbial fermentation could reduce dependence on fossil fuels and greenhouse gas emission. However, the industrialization of this process has been hampered by the current low yield and productivity of this synthetic pathway. As a result of metabolic engineering strategies, an Escherichia coli mutant containing Synechococcus elongatus fatty acyl-ACP reductase showed improved yield and productivity. Proteomics analysis and in vitro enzymatic assays showed that endogenous E. coli AdhP is a major contributor to the reduction of fatty aldehydes to fatty alcohols. Both in vitro and in vivo results clearly demonstrated that the activity and expression level of fatty acyl-CoA/ACP reductase is the rate-limiting step in the current protocol. In 2.5-L fed-batch fermentation with glycerol as the only carbon source, the most productive E. coli mutant produced 0.75 g/L fatty alcohols (0.02 g fatty alcohol/g glycerol) with a productivity of up to 0.06 g/L/h. This investigation establishes a promising synthetic pathway for industrial microbial production of fatty alcohols.	Metabolic engineering	2014		10.1016/j.ymben.2013.12.004	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Ran,LastName:Liu] [ForeName:Fayin,LastName:Zhu] [ForeName:Lei,LastName:Lu] [ForeName:Aisi,LastName:Fu] [ForeName:Jiankai,LastName:Lu] [ForeName:Zixin,LastName:Deng] [ForeName:Tiangang,LastName:Liu]
22123987	Synthesis of three advanced biofuels from ionic liquid-pretreated switchgrass using engineered Escherichia coli.	One approach to reducing the costs of advanced biofuel production from cellulosic biomass is to engineer a single microorganism to both digest plant biomass and produce hydrocarbons that have the properties of petrochemical fuels. Such an organism would require pathways for hydrocarbon production and the capacity to secrete sufficient enzymes to efficiently hydrolyze cellulose and hemicellulose. To demonstrate how one might engineer and coordinate all of the necessary components for a biomass-degrading, hydrocarbon-producing microorganism, we engineered a microorganism naïve to both processes, Escherichia coli, to grow using both the cellulose and hemicellulose fractions of several types of plant biomass pretreated with ionic liquids. Our engineered strains express cellulase, xylanase, beta-glucosidase, and xylobiosidase enzymes under control of native E. coli promoters selected to optimize growth on model cellulosic and hemicellulosic substrates. Furthermore, our strains grow using either the cellulose or hemicellulose components of ionic liquid-pretreated biomass or on both components when combined as a coculture. Both cellulolytic and hemicellulolytic strains were further engineered with three biofuel synthesis pathways to demonstrate the production of fuel substitutes or precursors suitable for gasoline, diesel, and jet engines directly from ionic liquid-treated switchgrass without externally supplied hydrolase enzymes. This demonstration represents a major advance toward realizing a consolidated bioprocess. With improvements in both biofuel synthesis pathways and biomass digestion capabilities, our approach could provide an economical route to production of advanced biofuels.	Proceedings of the National Academy of Sciences of the United States of America	2011	3250153.0	10.1073/pnas.1106958108	Journal Article,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Gregory,LastName:Bokinsky] [ForeName:Pamela P,LastName:Peralta-Yahya] [ForeName:Anthe,LastName:George] [ForeName:Bradley M,LastName:Holmes] [ForeName:Eric J,LastName:Steen] [ForeName:Jeffrey,LastName:Dietrich] [ForeName:Taek Soon,LastName:Lee] [ForeName:Danielle,LastName:Tullman-Ercek] [ForeName:Christopher A,LastName:Voigt] [ForeName:Blake A,LastName:Simmons] [ForeName:Jay D,LastName:Keasling]
25116045	Enhanced production of fatty alcohols by engineering the TAGs synthesis pathway in Saccharomyces cerevisiae.	The production of fatty acid-derived chemicals has received a great deal of attention in recent years. In yeast cells, the main storage forms of fatty acids are TAGs. However, the conversion of TAGs into fatty acid derivatives suffers from a practical standpoint. Herein, a more direct strategy was applied to accumulate cellular fatty acyl-CoAs in Saccharomyces cerevisiae, which are the activated forms of fatty acids and used as important precursors for various converting enzymes. The dga1 gene was deleted to block the fatty acyl-CoAs dependent pathway of TAGs synthesis and a significant decrease in lipid content was observed. The FAR gene was cloned and overexpressed in the wild type strain and gene disrupted strain, to convert the fatty acyl-CoAs to the corresponding fatty acid derivatives. The metabolic engineered pathway resulted in enhanced production of fatty alcohols. Compared with the wild type strain with overexpressed FAR gene, the yield of fatty alcohols in the Δdga1 strain with FAR was dramatically increased: the intracellular fatty alcohols increased from 26 mg/L to 45 mg/L, while the extracellular fatty alcohols increased from 2.2 mg/L to 4.3 mg/L. By optimizing the culture medium with increased carbon concentration and limited nitrogen concentration, the fatty alcohols yield in the Δdga1 strain with FAR was further increased to 84 mg/L in cells and 14 mg/L secreted in broth. The results in this study demonstrated the feasibility of using the designed strategy to solve the bottleneck in utilizing TAGs for fatty acid derivatives production.	Biotechnology and bioengineering	2015		10.1002/bit.25356	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Xiaoling,LastName:Tang] [ForeName:Wei Ning,LastName:Chen]
20601068	Metabolic engineering of Escherichia coli for the production of succinate from glycerol.	Glycerol has become an ideal feedstock for the microbial production of bio-based chemicals due to its abundance, low cost, and high degree of reduction. We have previously reported the pathways and mechanisms for the utilization of glycerol by Escherichia coli in minimal salts medium under microaerobic conditions. Here we capitalize on such results to engineer E. coli for the production of value-added succinate from glycerol. Through metabolic engineering of E. coli metabolism, succinate production was greatly elevated by (1) blocking pathways for the synthesis of competing by-products lactate, ethanol, and acetate and (2) expressing Lactococcus lactis pyruvate carboxylase to drive the generation of succinate from the pyruvate node (as opposed to that of phosphoenolpyruvate). As such, these metabolic engineering strategies coupled cell growth to succinate production because the synthesis of succinate remained as the primary route of NAD+ regeneration. This feature enabled the operation of the succinate pathway in the absence of selective pressure (e.g. antibiotics). Our biocatalysts demonstrated a maximum specific productivity of approximately 400 mg succinate/g cell/h and a yield of 0.69 g succinate/g glycerol, on par with the use of glucose as a feedstock.	Metabolic engineering	2010		10.1016/j.ymben.2010.06.002	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Matthew D,LastName:Blankschien] [ForeName:James M,LastName:Clomburg] [ForeName:Ramon,LastName:Gonzalez]
23456608	Improved polyhydroxybutyrate production by Saccharomyces cerevisiae through the use of the phosphoketolase pathway.	The metabolic pathways of the central carbon metabolism in Saccharomyces cerevisiae are well studied and consequently S. cerevisiae has been widely evaluated as a cell factory for many industrial biological products. In this study, we investigated the effect of engineering the supply of precursor, acetyl-CoA, and cofactor, NADPH, on the biosynthesis of the bacterial biopolymer polyhydroxybutyrate (PHB), in S. cerevisiae. Supply of acetyl-CoA was engineered by over-expression of genes from the ethanol degradation pathway or by heterologous expression of the phophoketolase pathway from Aspergillus nidulans. Both strategies improved the production of PHB. Integration of gapN encoding NADP(+) -dependent glyceraldehyde-3-phosphate dehydrogenase from Streptococcus mutans into the genome enabled an increased supply of NADPH resulting in a decrease in glycerol production and increased production of PHB. The strategy that resulted in the highest PHB production after 100 h was with a strain harboring the phosphoketolase pathway to supply acetyl-CoA without the need of increased NADPH production by gapN integration. The results from this study imply that during the exponential growth on glucose, the biosynthesis of PHB in S. cerevisiae is likely to be limited by the supply of NADPH whereas supply of acetyl-CoA as precursor plays a more important role in the improvement of PHB production during growth on ethanol.	Biotechnology and bioengineering	2013		10.1002/bit.24888	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Kanokarn,LastName:Kocharin] [ForeName:Verena,LastName:Siewers] [ForeName:Jens,LastName:Nielsen]
23026122	Enhancing fatty acid production by the expression of the regulatory transcription factor FadR.	Fatty acids are important precursors to biofuels. The Escherichia coli FadR is a transcription factor that regulates several processes in fatty acid biosynthesis, degradation, and membrane transport. By tuning the expression of FadR in an engineered E. coli host, we were able to increase fatty acid titer by 7.5-fold over our previously engineered fatty acid-producing strain, reaching 5.2±0.5g/L and 73% of the theoretical yield. The mechanism by which FadR enhanced fatty acid yield was studied by whole-genome transcriptional analysis (microarray) and targeted proteomics. Overexpression of FadR led to transcriptional changes for many genes, including genes involved in fatty acid pathways. The biggest transcriptional changes in fatty acid pathway genes included fabB, fabF, and accA. Overexpression of any of these genes alone did not result in a high yield comparable to fadR expression, indicating that FadR enhanced fatty acid production globally by tuning the expression levels of many genes to optimal levels.	Metabolic engineering	2012		10.1016/j.ymben.2012.08.009	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Fuzhong,LastName:Zhang] [ForeName:Mario,LastName:Ouellet] [ForeName:Tanveer S,LastName:Batth] [ForeName:Paul D,LastName:Adams] [ForeName:Christopher J,LastName:Petzold] [ForeName:Aindrila,LastName:Mukhopadhyay] [ForeName:Jay D,LastName:Keasling]
17500021	A metabolic and genomic study of engineered Saccharomyces cerevisiae strains for high glycerol production.	Towards a global objective to produce chemical derivatives by microbial processes, this work dealt with a metabolic engineering of the yeast Saccharomyces cerevisiae for glycerol production. To accomplish this goal, overexpression of GPD1 was introduced in a tpi1delta mutant defective in triose phosphate isomerase. This strategy alleviated the inositol-less phenotype of this mutant, by reducing the levels of dihydroxyacetone phosphate and glycerol-3-P, two potent inhibitors of myo-inositol synthase that catalyzes the formation of inositol-6-phosphate from glucose-6-phosphate. Further deletion of ADH1 and overexpression of ALD3, encoding, respectively, the major NAD+-dependent alcohol dehydrogenase and a cytosolic NAD+-dependent aldehyde dehydrogenase yielded a yeast strain able to produce 0.46 g glycerol (g glucose)(-1) at a maximal rate of 3.1 mmol (g dry mass)(-1) h(-1) in aerated batch cultures. At the metabolic level, this genetic strategy shifted the flux control coefficient of the pathway to the level of the glycerol efflux, with a consequent intracellular accumulation of glycerol that could be partially reduced by the overproduction of glycerol exporter encoded by FPS1. At the transcriptomic level, this metabolic reprogramming brought about the upregulation of genes encoding NAD+/NADP+ binding proteins, a partial derepression of genes coding for TCA cycle and respiratory enzymes, and a downregulation of genes implicated in protein biosynthesis and ribosome biogenesis. Altogether, these metabolic and molecular alterations stand for major hurdles that may represent potential targets for further optimizing glycerol production in yeast.	Metabolic engineering	2007		10.1016/j.ymben.2007.03.002	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Hélène,LastName:Cordier] [ForeName:Filipa,LastName:Mendes] [ForeName:Isabel,LastName:Vasconcelos] [ForeName:Jean M,LastName:François]
23246520	Metabolic engineering of Escherichia coli for the production of 5-aminovalerate and glutarate as C5 platform chemicals.	5-Aminovalerate (5AVA) is the precursor of valerolactam, a potential building block for producing nylon 5, and is a C5 platform chemical for synthesizing 5-hydroxyvalerate, glutarate, and 1,5-pentanediol. Escherichia coli was metabolically engineered for the production of 5-aminovalerate (5AVA) and glutarate. When the recombinant E. coli WL3110 strain expressing the Pseudomonas putidadavAB genes encoding delta-aminovaleramidase and lysine 2-monooxygenase, respectively, were cultured in a medium containing 20g/L of glucose and 10g/L of L-lysine, 3.6g/L of 5AVA was produced by converting 7g/L of L-lysine. When the davAB genes were introduced into recombinant E. coli strainXQ56allowing enhanced L-lysine synthesis, 0.27 and 0.5g/L of 5AVA were produced directly from glucose by batch and fed-batch cultures, respectively. Further conversion of 5AVA into glutarate could be demonstrated by expression of the P. putida gabTD genes encoding 5AVA aminotransferase and glutarate semialdehyde dehydrogenase. When recombinant E. coli WL3110 strain expressing the davAB and gabTD genes was cultured in a medium containing 20g/L glucose, 10g/L L-lysine and 10g/L α-ketoglutarate, 1.7g/L of glutarate was produced.	Metabolic engineering	2013		10.1016/j.ymben.2012.11.011	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Si Jae,LastName:Park] [ForeName:Eun Young,LastName:Kim] [ForeName:Won,LastName:Noh] [ForeName:Hye Min,LastName:Park] [ForeName:Young Hoon,LastName:Oh] [ForeName:Seung Hwan,LastName:Lee] [ForeName:Bong Keun,LastName:Song] [ForeName:Jonggeon,LastName:Jegal] [ForeName:Sang Yup,LastName:Lee]
25162943	Rational and combinatorial approaches to engineering styrene production by Saccharomyces cerevisiae.	Styrene is an important building-block petrochemical and monomer used to produce numerous plastics. Whereas styrene bioproduction by Escherichia coli was previously reported, the long-term potential of this approach will ultimately rely on the use of hosts with improved industrial phenotypes, such as the yeast Saccharomyces cerevisiae.	Microbial cell factories	2014	4145238.0	10.1186/s12934-014-0123-2	Journal Article,	[ForeName:Rebekah,LastName:McKenna] [ForeName:Brian,LastName:Thompson] [ForeName:Shawn,LastName:Pugh] [ForeName:David R,LastName:Nielsen]
24997118	Metabolic engineering of Saccharomyces cerevisiae for itaconic acid production.	Renewable alternatives for petroleum-derived chemicals are achievable through biosynthetic production. Here, we utilize Saccharomyces cerevisiae to enable the synthesis of itaconic acid, a molecule with diverse applications as a petrochemical replacement. We first optimize pathway expression within S. cerevisiae through the use of a hybrid promoter. Next, we utilize sequential, in silico computational genome-scanning to identify beneficial genetic perturbations that are metabolically distant from the itaconic acid synthesis pathway. In this manner, we successfully identify three non-obvious genetic targets (∆ade3 ∆bna2 ∆tes1) that successively improve itaconic acid titer. We establish that focused manipulations of upstream pathway enzymes (localized refactoring) and enzyme re-localization to both mitochondria and cytosol fail to improve itaconic acid titers. Finally, we establish a higher cell density fermentation that ultimately achieves itaconic acid titer of 168 mg/L, a sevenfold improvement over initial conditions. This work represents an attempt to increase itaconic acid production in yeast and demonstrates the successful utilization of computationally guided genetic manipulation to increase metabolic capacity.	Applied microbiology and biotechnology	2014		10.1007/s00253-014-5895-0	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:John,LastName:Blazeck] [ForeName:Jarrett,LastName:Miller] [ForeName:Anny,LastName:Pan] [ForeName:Jon,LastName:Gengler] [ForeName:Clinton,LastName:Holden] [ForeName:Mariam,LastName:Jamoussi] [ForeName:Hal S,LastName:Alper]
24773075	Metabolic engineering of Escherichia coli for production of butyric acid.	The butyrate production by engineered Escherichia coli is afflicted by both low titer and low selectivity (defined as the butyrate/acetate (B/A) ratio). To address this issue, a strategy for metabolic engineering of E. coli was implemented including (1) elimination of all major NADH-dependent reactions in the fermentation metabolism, (2) reconstruction of a heterologous pathway leading to butyryl-CoA, (3) recruitment of endogenous atoDA for conversion of butyryl-CoA to butyrate with acetate as a CoA acceptor, and (4) removal of the acetate-synthesis pathway. Grown on glucose (20 g/L) plus acetate (8 g/L), the engineered strain consumed almost all glucose and acetate and produced 10 g/L butyrate as a predominant product within 48 h. It leads to high butyrate selectivity with the B/A ratio reaching 143. The result shows that our proposed approach may open a new avenue in biotechnology for production of butyrate in E. coli.	Journal of agricultural and food chemistry	2014		10.1021/jf500355p	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Mukesh,LastName:Saini] [ForeName:Zei Wen,LastName:Wang] [ForeName:Chung-Jen,LastName:Chiang] [ForeName:Yun-Peng,LastName:Chao]
18563655	Metabolic engineering of Saccharomyces cerevisiae for efficient production of pure L-(+)-lactic acid.	We developed a metabolically engineered Saccharomyces cerevisiae, which produces optically pure L-lactic acid efficiently using cane juice-based medium. In this recombinant, the coding region of pyruvate decarboxylase (PDC)1 was completely deleted, and six copies of the bovine L-lactate dehydrogenase (L-LDH) genes were introduced on the genome under the control of the PDC1 promoter. To confirm optically pure lactate production in low cost medium, cane juice-based medium was used in fermentation with neutralizing conditions. L-lactate production reached 122 g/L, with 61% of sugar being transformed into L-lactate finally. The optical purity of this L-lactate, that affects the physical characteristics of poly-L-lactic acid, was extremely high, 99.9% or over.	Applied biochemistry and biotechnology	2006		10.1385/ABAB:131:1:795	Journal Article,	[ForeName:Nobuhiro,LastName:Ishida] [ForeName:Satoshi,LastName:Saitoh] [ForeName:Toru,LastName:Ohnishi] [ForeName:Kenro,LastName:Tokuhiro] [ForeName:Eiji,LastName:Nagamori] [ForeName:Katsuhiko,LastName:Kitamoto] [ForeName:Haruo,LastName:Takahashi]
10103226	Homofermentative production of D- or L-lactate in metabolically engineered Escherichia coli RR1.	We investigated metabolic engineering of fermentation pathways in Escherichia coli for production of optically pure D- or L-lactate. Several pta mutant strains were examined, and a pta mutant of E. coli RR1 which was deficient in the phosphotransacetylase of the Pta-AckA pathway was found to metabolize glucose to D-lactate and to produce a small amount of succinate by-product under anaerobic conditions. An additional mutation in ppc made the mutant produce D-lactate like a homofermentative lactic acid bacterium. When the pta ppc double mutant was grown to higher biomass concentrations under aerobic conditions before it shifted to the anaerobic phase of D-lactate production, more than 62.2 g of D-lactate per liter was produced in 60 h, and the volumetric productivity was 1.04 g/liter/h. To examine whether the blocked acetate flux could be reoriented to a nonindigenous L-lactate pathway, an L-lactate dehydrogenase gene from Lactobacillus casei was introduced into a pta ldhA strain which lacked phosphotransacetylase and D-lactate dehydrogenase. This recombinant strain was able to metabolize glucose to L-lactate as the major fermentation product, and up to 45 g of L-lactate per liter was produced in 67 h. These results demonstrate that the central fermentation metabolism of E. coli can be reoriented to the production of D-lactate, an indigenous fermentation product, or to the production of L-lactate, a nonindigenous fermentation product.	Applied and environmental microbiology	1999	91196.0	10.1128/AEM.65.4.1384-1389.1999	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:D E,LastName:Chang] [ForeName:H C,LastName:Jung] [ForeName:J S,LastName:Rhee] [ForeName:J G,LastName:Pan]
20184964	Quantitative analysis and engineering of fatty acid biosynthesis in E. coli.	Fatty acids are central hydrocarbon intermediates in the biosynthesis of diesel from renewable sources. We have engineered an Escherichia coli cell line that produces 4.5 g/L/day total fatty acid in a fed-batch fermentation. However, further enhancement of fatty acid biosynthesis in this cell line proved unpredictable. To develop a more reliable engineering strategy, a cell-free system was developed that enabled direct, quantitative investigation of fatty acid biosynthesis and its regulation in E. coli. Using this system, the strong dependence of fatty acid synthesis on malonyl-CoA availability and several important phenomena in fatty acid synthesis were verified. Results from this cell-free system were confirmed via the generation and analysis of metabolically engineered strains of E. coli. Our quantitative findings highlight the enormous catalytic potential of the E. coli fatty acid biosynthetic pathway, and target specific steps for protein and metabolic engineering to enhance the catalytic conversion of glucose into biodiesel.	Metabolic engineering	2010		10.1016/j.ymben.2010.02.003	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Tiangang,LastName:Liu] [ForeName:Harmit,LastName:Vora] [ForeName:Chaitan,LastName:Khosla]
15885618	Metabolic engineering of Escherichia coli for industrial production of glucosamine and N-acetylglucosamine.	Glucosamine and N-acetylglucosamine are currently produced by extraction and acid hydrolysis of chitin from shellfish waste. Production could be limited by the amount of raw material available and the product potentially carries the risk of shellfish protein contamination. Escherichia coli was modified by metabolic engineering to develop a fermentation process. Over-expression of glucosamine synthase (GlmS) and inactivation of catabolic genes increased glucosamine production by 15 fold, reaching 60 mg l(-1). Since GlmS is strongly inhibited by glucosamine-6-P, GlmS variants were generated via error-prone PCR and screened. Over-expression of an improved enzyme led to a glucosamine titer of 17 g l(-1). Rapid degradation of glucosamine and inhibitory effects of glucosamine and its degradation products on host cells limited further improvement. An alternative fermentation product, N-acetylglucosamine, is stable, non-inhibitory to the host and readily hydrolyzed to glucosamine under acidic conditions. Therefore, the glucosamine pathway was extended to N-acetylglucosamine by over-expressing a heterologous glucosamine-6-P N-acetyltransferase. Using a simple and low-cost fermentation process developed for this strain, over 110 g l(-1) of N-acetylglucosamine was produced.	Metabolic engineering	2005		10.1016/j.ymben.2005.02.001	Evaluation Study,Journal Article,	[ForeName:Ming-De,LastName:Deng] [ForeName:David K,LastName:Severson] [ForeName:Alan D,LastName:Grund] [ForeName:Sarah L,LastName:Wassink] [ForeName:Richard P,LastName:Burlingame] [ForeName:Alan,LastName:Berry] [ForeName:Jeffrey A,LastName:Running] [ForeName:Candice A,LastName:Kunesh] [ForeName:Linsheng,LastName:Song] [ForeName:Thomas A,LastName:Jerrell] [ForeName:Reinhardt A,LastName:Rosson]
23856240	Use of expression-enhancing terminators in Saccharomyces cerevisiae to increase mRNA half-life and improve gene expression control for metabolic engineering applications.	Control of gene and protein expression of both endogenous and heterologous genes is a key component of metabolic engineering. While a large amount of work has been published characterizing promoters for this purpose, less effort has been exerted to elucidate the role of terminators in yeast. In this study, we characterize over 30 terminators for use in metabolic engineering applications in Saccharomyces cerevisiae and determine mRNA half-life changes to be the major cause of the varied protein and transcript expression level. We demonstrate that the difference in transcript level can be over 6.5-fold even for high strength promoters. The influence of terminator selection is magnified when coupled with a low-expression promoter, with a maximum difference in protein expression of 11-fold between an expression-enhancing terminator and the parent plasmid terminator and over 35-fold difference when compared with a no-terminator baseline. This is the first time that terminators have been investigated in the context of multiple promoters spanning orders of magnitude in activity. Finally, we demonstrate the utility of terminator selection for metabolic engineering by using a mutant xylose isomerase gene as a proof-of-concept. Through pairing an expression-enhancing terminator with a low-expression promoter, we were able to achieve the same phenotypic result as with a promoter considerably higher in strength. Moreover, we can further boost the phenotype of the high-strength promoter by pairing it with an expression-enhancing terminator. This work highlights how terminator elements can be used to control metabolic pathways in the same way that promoters are traditionally used in yeast. Together, this work demonstrates that terminators will be an important part of heterologous gene expression and metabolic engineering for yeast in the future.	Metabolic engineering	2013	3769427.0	10.1016/j.ymben.2013.07.001	Journal Article,Research Support, N.I.H., Extramural,	[ForeName:Kathleen A,LastName:Curran] [ForeName:Ashty S,LastName:Karim] [ForeName:Akash,LastName:Gupta] [ForeName:Hal S,LastName:Alper]
25134850	Production of the short peptide surfactant DAMP4 from glucose or sucrose in high cell density cultures of Escherichia coli BL21(DE3).	Peptides are increasingly used in industry as highly functional materials. Bacterial production of recombinant peptides has the potential to provide large amounts of renewable and low cost peptides, however, achieving high product titers from Chemically Defined Media (CDM) supplemented with simple sugars remains challenging.	Microbial cell factories	2014	4229601.0	10.1186/s12934-014-0099-y	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Michele,LastName:Bruschi] [ForeName:Jens O,LastName:Krömer] [ForeName:Jennifer A,LastName:Steen] [ForeName:Lars K,LastName:Nielsen]
15543598	Genetic reconstruction of the aerobic central metabolism in Escherichia coli for the absolute aerobic production of succinate.	Most reported efforts to enhance production of the industrially valuable specialty chemical succinate have been done under anaerobic conditions, where E. coli undergoes mixed-acid fermentation. These efforts have often been hampered by the limitations of NADH availability, poor cell growth, and slow production. An aerobic succinate production system was strategically designed that allows E. coli to produce and accumulate succinate efficiently and substantially as a product under absolute aerobic conditions. Mutations in the tricarboxylic acid cycle (sdhAB, icd, iclR) and acetate pathways (poxB, ackA-pta) of E. coli were created to construct the glyoxylate cycle for aerobic succinate production. Experiments in flask studies showed that 14.28 mM of succinate could be produced aerobically with a yield of 0.344 mole/mole using 55 mM glucose. In aerobic batch reactor studies, succinate production rate was faster, reaching 0.5 mole/mole in 24 h with a concentration of 22.12 mM; further cultivation showed that succinate production reached 43 mM with a yield of 0.7. There was also substantial pyruvate and TCA cycle C(6) intermediate accumulation in the mutant. The results suggest that more metabolic engineering improvements can be made to this system to make aerobic succinate production more efficient. Nevertheless, this aerobic succinate production system provides the first platform for enhancing succinate production aerobically in E. coli based on the creation of a new aerobic central metabolic network.	Biotechnology and bioengineering	2005		10.1002/bit.20298	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Henry,LastName:Lin] [ForeName:George N,LastName:Bennett] [ForeName:Ka-Yiu,LastName:San]
