,PMID,Title,Year,PMC_ID,Organisms,Products,Genes_and_modifications
6753,29055533,Short communication: Genomic and phenotypic analyses of exopolysaccharides produced by Streptococcus thermophilus KLDS SM.,2018,,['Streptococcus thermophilus'],['Exopolysaccharide'],
6754,29056419,Fungal Cordycepin Biosynthesis Is Coupled with the Production of the Safeguard Molecule Pentostatin.,2017,,"['Cordyceps militaris', 'Streptomyces antibioticus']",['Pentostatin'],
6755,29057718,"Escherichia coli genome-scale metabolic gene knockout of lactate dehydrogenase (ldhA), increases succinate production from glycerol.",2018,,['Escherichia coli'],"['Succinate', 'Ldha']",{'ldhA': ['Negative']}
6756,29057933,Determination of the Genome and Primary Transcriptome of Syngas Fermenting Eubacterium limosum ATCC 8486.,2017,5651825,['Eubacterium limosum'],['Molybdopteringuaninedinucleotideprotein'],
6757,29057974,"Engineering a short-chain dehydrogenase/reductase for the stereoselective production of (2S,3R,4S)-4-hydroxyisoleucine with three asymmetric centers.",2017,5651801,['Escherichia coli'],['4s4hydroxyisoleucine'],
6758,29061492,"A synthetic, light-driven consortium of cyanobacteria and heterotrophic bacteria enables stable polyhydroxybutyrate production.",2017,,"['Halomonas boliviensis', 'Synechococcus elongatus']",['PHB/PHA'],
6759,29062673,Tocopherol levels in different mango varieties correlate with <i>MiHPPD</i> expression and its over-expression elevates tocopherols in transgenic <i>Arabidopsis</i> and tomato.,2017,5617830,['Agrobacterium tumefaciens'],['Tocophreol'],
6760,29062925,Improved production of cytotoxic thailanstatins A and D through metabolic engineering of <i>Burkholderia thailandensis</i> MSMB43 and pilot scale fermentation.,2016,5640593,['Burkholderia thailandensis'],['Thailanstatin'],
6761,29062926,"Inactivation of SACE_3446, a TetR family transcriptional regulator, stimulates erythromycin production in <i>Saccharopolyspora erythraea</i>.",2016,5640589,['Saccharopolyspora erythraea'],['Antibiotics'],"{'ermE': ['Positive', 'Negative'], 'eryAI': ['Negative', 'Positive']}"
6762,29062927,Systematic development of biomass overproducing <i>Scheffersomyces stipitis</i> for high-cell-density fermentations.,2016,5640594,['Scheffersomyces stipitis'],['Biomass'],{'ZWF1': ['Positive']}
6763,29062939,Absolute quantification of proteins in the fatty acid biosynthetic pathway using protein standard absolute quantification.,2016,5640790,['Escherichia coli'],['Other biofuels'],{'fadE': ['Negative']}
6764,29062944,Development of <i>Streptomyces</i> sp. FR-008 as an emerging chassis.,2016,5640794,,['Antibiotics'],
6765,29062960,Proteome-wide alterations in an industrial clavulanic acid producing strain of <i>Streptomyces clavuligerus</i>.,2017,5625738,['Streptomyces clavuligerus'],,
6766,29062962,Heterologous expression of Avermectins biosynthetic gene cluster by construction of a Bacterial Artificial Chromosome library of the producers.,2017,5625734,['Streptomyces avermitilis'],,
6767,29062970,Improvement of pristinamycin I (PI) production in <i>Streptomyces pristinaespiralis</i> by metabolic engineering approaches.,2017,5636943,['Streptomyces pristinaespiralis'],['Antibiotics'],
6768,29063629,Central carbon metabolism influences cellulase production in Bacillus licheniformis.,2018,,['Bacillus licheniformis'],['Enzymes'],"{'bglC': ['Negative'], 'bglH': ['Negative']}"
6769,29064557,Comparative genomics and transcriptomics analysis-guided metabolic engineering of Propionibacterium acidipropionici for improved propionic acid production.,2018,,,['Propionate'],
6770,29065298,"Metabolic Regulation: A Master Role for Ribulose-1,5-Bisphosphate in One-Carbon Assimilation.",2017,,['Escherichia coli'],['Rubp'],
6771,29065878,Mutants of Yarrowia lipolytica NCIM 3589 grown on waste cooking oil as a biofactory for biodiesel production.,2017,5655982,['Yarrowia lipolytica'],['Other biofuels'],"{'ACC1': ['Positive'], 'DGA1': ['Positive']}"
6772,29068210,Direct Conversion of CO<sub>2</sub> to α-Farnesene Using Metabolically Engineered Synechococcus elongatus PCC 7942.,2017,,['Synechococcus elongatus'],['Farnesene'],
6773,29070809,Efficient protein production by yeast requires global tuning of metabolism.,2017,5656615,,['Proteins'],
6774,29072349,Functional characterization of O-methyltransferases used to catalyse site-specific methylation in the post-tailoring steps of pradimicin biosynthesis.,2018,,['Actinomadura hibisca'],['Antibiotics'],
6775,29074856,Engineering a synthetic pathway for maleate in Escherichia coli.,2017,5658364,['Escherichia coli'],,"{'aroB': ['Positive'], 'aroF': ['Positive'], 'aroG': ['Positive'], 'aroL': ['Positive'], 'ppsA': ['Positive'], 'pykA': ['Negative'], 'pykF': ['Negative'], 'tktA': ['Positive']}"
6776,29075323,Metabolic responses to ethanol and butanol in <i>Chlamydomonas reinhardtii</i>.,2017,5646117,"['Pseudomonas putida', 'Clostridium acetobutylicum', 'Synechocystis PCC']",['Other biofuels'],"{'ARG7': ['Positive'], 'FBP1': ['Negative', 'Positive'], 'RIR1': ['Negative'], 'TAL1': ['Negative']}"
6777,29075826,The R117A variant of the Escherichia coli transacylase FabD synthesizes novel acyl-(acyl carrier proteins).,2017,,['Escherichia coli'],['Acylacylcarrierprotein'],
6778,29076046,Optimization of C16 and C18 fatty alcohol production by an engineered strain of Lipomyces starkeyi.,2018,,['Lipomyces starkeyi'],['C18fattyalcohol'],{'ACC1': ['Positive']}
6779,29076337,Synthetic Consortium of Escherichia coli for n-Butanol Production by Fermentation of the Glucose-Xylose Mixture.,2017,,['Escherichia coli'],['Butanol'],
6780,29076725,Rewiring of the Austinoid Biosynthetic Pathway in Filamentous Fungi.,2017,,"['Aspergillus calidoustus', 'Penicillium brasilianum']",['Np'],
6781,29077207,"A ""plug-n-play"" modular metabolic system for the production of apocarotenoids.",2018,,['Escherichia coli'],['Carotenoids'],
6782,29077729,Modulation of benzylisoquinoline alkaloid biosynthesis by heterologous expression of CjWRKY1 in Eschscholzia californica cells.,2017,5659775,['Agrobacterium tumefaciens'],['Benzylisoquinolinealkaloid'],
6783,29079618,Harnessing the Periplasm of Bacterial Cells To Develop Biocatalysts for the Biosynthesis of Highly Pure Chemicals.,2018,5734034,['Escherichia coli'],['Flavinmononucleotide'],{'ribH': ['Positive']}
6784,29079838,Yeast diversity in relation to the production of fuels and chemicals.,2017,5660169,['Rhodotorula mucilaginosa'],['Ethanol'],
6785,29079860,Re-engineering Escherichia coli KJ122 to enhance the utilization of xylose and xylose/glucose mixture for efficient succinate production in mineral salt medium.,2018,,['Escherichia coli'],['Succinate'],
6786,29084536,The expression and construction of engineering Escherichia coli producing humanized AluY RNAs.,2017,5663053,['Escherichia coli'],['Rna'],
6787,29084539,Cofactor engineering to regulate NAD<sup>+</sup>/NADH ratio with its application to phytosterols biotransformation.,2017,5663084,"['Colletotrichum lini', 'Lactococcus lactis']",['Cdna'],
6788,29084554,Production of 3-hydroxypropionic acid in engineered Methylobacterium extorquens AM1 and its reassimilation through a reductive route.,2017,5663086,"['Escherichia coli', 'Saccharomyces cerevisiae']",['3HP'],{'mcr': ['Positive']}
6789,29086489,Biotransformation of β-hydroxypyruvate and glycolaldehyde to l-erythrulose by Pichia pastoris strain GS115 overexpressing native transketolase.,2018,5836872,['Komagataella pastoris'],,
6790,29087704,New Intracellular Shikimic Acid Biosensor for Monitoring Shikimate Synthesis in Corynebacterium glutamicum.,2018,,['Corynebacterium glutamicum'],['Shikimate'],
6791,29089930,Transcriptomic Changes in Response to Putrescine Production in Metabolically Engineered <i>Corynebacterium glutamicum</i>.,2017,5650995,['Corynebacterium glutamicum'],['Butanediammonium'],"{'aceE': ['Negative'], 'acn': ['Negative'], 'aldH': ['Positive'], 'argB': ['Positive'], 'argC': ['Positive'], 'argD': ['Positive'], 'argJ': ['Positive'], 'aroE': ['Negative'], 'bioD': ['Negative'], 'chlI': ['Negative'], 'coaE': ['Negative'], 'cysD': ['Negative'], 'cysN': ['Negative'], 'dxr': ['Negative'], 'eno': ['Negative'], 'fda': ['Negative'], 'fdhF': ['Negative'], 'glgC': ['Negative'], 'glpX': ['Negative'], 'gpmB': ['Negative'], 'guaA': ['Negative'], 'iolC': ['Negative'], 'iolG': ['Negative'], 'kgd': ['Negative'], 'mdh': ['Negative'], 'pknB': ['Negative'], 'proA': ['Positive'], 'purF': ['Negative'], 'purH': ['Negative'], 'purL': ['Negative'], 'pyc': ['Positive'], 'pyk': ['Negative'], 'rbsK': ['Negative'], 'relA': ['Negative'], 'thiC': ['Negative'], 'thiG': ['Negative'], 'thiM': ['Negative'], 'thiO': ['Negative'], 'trxB': ['Negative', 'Positive']}"
6792,29090017,Modular pathway engineering for the microbial production of branched-chain fatty alcohols.,2017,5658922,['Escherichia coli'],['Fattyalcohol'],"{'adh': ['Positive'], 'adhA': ['Positive'], 'fabH': ['Positive', 'Negative', 'Other'], 'ldhA': ['Negative'], 'leuA': ['Positive', 'Other'], 'lplA': ['Positive'], 'yjgB': ['Positive'], 'yqhD': ['Positive']}"
6793,29090689,Bypassing the proline/thiazoline requirement of the macrocyclase PatG.,2017,5708355,,,
6794,29091845,Green and sustainable succinic acid production from crude glycerol by engineered Yarrowia lipolytica via agricultural residue based in situ fibrous bed bioreactor.,2018,,['Yarrowia lipolytica'],['Succinate'],
6795,29093752,Impairment of NADH dehydrogenase and regulation of anaerobic metabolism by the small RNA RyhB and NadE for improved biohydrogen production in <i>Enterobacter aerogenes</i>.,2017,5663082,,['Hydrogen'],
6796,29093754,"A seven-gene cluster in <i>Ruminiclostridium cellulolyticum</i> is essential for signalization, uptake and catabolism of the degradation products of cellulose hydrolysis.",2017,5663094,['Ruminiclostridium cellulolyticum'],['Microorganism'],
6797,29095985,Development of an asporogenic Bacillus cereus strain to improve keratinase production in exponential phase by switching sigmaH on and sigmaF off.,2017,,['Bacillus cereus'],['Keratinase'],
6798,29100516,CRISPR interference-guided multiplex repression of endogenous competing pathway genes for redirecting metabolic flux in Escherichia coli.,2017,5670510,['Escherichia coli'],"['Carotenoids', '−alphabisabolol']","{'adhE': ['Negative'], 'bla': ['Positive'], 'frdA': ['Negative'], 'frdB': ['Negative'], 'frdC': ['Negative'], 'frdD': ['Negative'], 'ldhA': ['Positive', 'Negative'], 'pta': ['Other', 'Negative']}"
6799,29101089,Comparison of the metabolic response to over-production of p-coumaric acid in two yeast strains.,2017,,['Saccharomyces cerevisiae'],['Coumarate'],"{'ADE4': ['Negative'], 'ARO10': ['Negative'], 'ASN1': ['Negative'], 'CAR2': ['Negative'], 'PDC5': ['Negative'], 'TRP2': ['Negative'], 'aroL': ['Positive']}"
6800,29101202,Expression of a Cellobiose Phosphorylase from Thermotoga maritima in Caldicellulosiruptor bescii Improves the Phosphorolytic Pathway and Results in a Dramatic Increase in Cellulolytic Activity.,2018,5772246,"['Caldicellulosiruptor bescii', 'Thermotoga maritima']",['Ethanol'],{'CelA': ['Positive']}
6801,29101204,Effects of Reduced and Enhanced Glycogen Pools on Salt-Induced Sucrose Production in a Sucrose-Secreting Strain of Synechococcus elongatus PCC 7942.,2018,5752869,['Synechococcus elongatus'],['Sucrose'],"{'glgC': ['Positive', 'Negative'], 'sps': ['Positive']}"
6802,29101598,Determination and optimization of a strong promoter element from Bacillus amyloliquefaciens by using a promoter probe vector.,2018,,['Bacillus amyloliquefaciens'],,
6803,29102548,Modulation of the Glycerol Phosphate availability led to concomitant reduction in the citric acid excretion and increase in lipid content and yield in Yarrowia lipolytica.,2018,,['Yarrowia lipolytica'],['Fatty acids'],
6804,29102594,A systematically chromosomally engineered Escherichia coli efficiently produces butanol.,2017,,['Escherichia coli'],['Butanol'],
6805,29104524,A Biocatalytic Route to Highly Enantioenriched β-Hydroxydioxinones.,2017,5663308,,['Bhydroxydioxinone'],
6806,29105731,Expression of tabersonine 16-hydroxylase and 16-hydroxytabersonine-O-methyltransferase in Catharanthus roseus hairy roots.,2018,,,['Anticancervinblastinevincristine'],
6807,29105733,Engineering Escherichia coli for malate production by integrating modular pathway characterization with CRISPRi-guided multiplexed metabolic tuning.,2018,,['Escherichia coli'],['Malate2'],
6808,29107033,Producing Designer Oils in Industrial Microalgae by Rational Modulation of Co-evolving Type-2 Diacylglycerol Acyltransferases.,2017,,['Nannochloropsis oceanica'],,
6809,29107627,Optimal <sup>13</sup>C-labeling of glycerol carbon source for precise flux estimation in Escherichia coli.,2018,,['Escherichia coli'],['Glycerol'],
6810,29108623,Displaying a recombinant protein on flocs self-produced by Escherichia coli through fused expression with elongation factor Ts.,2018,,['Escherichia coli'],['Cellulose'],
6811,29108627,Co-expression of an alcohol dehydrogenase and a cyclohexanone monooxygenase for cascade reactions facilitates the regeneration of the NADPH cofactor.,2018,,['Escherichia coli'],['Oligoepsiloncaprolactone'],{'ADH': ['Positive']}
6812,29111438,Engineering photosynthetic production of L-lysine.,2017,5776718,"['Synechococcus PCC', 'Corynebacterium glutamicum']",['Amino acids'],"{'PEPC': ['Other', 'Positive']}"
6813,29115043,Harnessing novel chromosomal integration loci to utilize an organosolv-derived hemicellulose fraction for isobutanol production with engineered Corynebacterium glutamicum.,2018,5743825,['Corynebacterium glutamicum'],['Butanol'],"{'tuf': ['Positive'], 'xyl': ['Positive'], 'xylAB': ['Positive']}"
6814,29116429,"Engineering cofactor flexibility enhanced 2,3-butanediol production in Escherichia coli.",2017,,['Escherichia coli'],['Butanediol'],{'BDH': ['Positive']}
6815,29118396,Engineering Saccharomyces cerevisiae for geranylgeraniol overproduction by combinatorial design.,2017,5678108,['Saccharomyces cerevisiae'],['Geranylgeraniol'],
6816,29119000,Comparing the physiochemical parameters of three celluloses reveals new insights into substrate suitability for fungal enzyme production.,2017,5669031,"['Trichoderma reesei', 'Neurospora crassa']",['Enzymes'],
6817,29119419,Screening of promoters from Arthrobacter sp. CGMCC 3584 using a green fluorescent protein reporter system.,2017,,,['Cyclicadenosinemonophosphate'],
6818,29121935,Bioconversion of distillers' grains hydrolysates to advanced biofuels by an Escherichia coli co-culture.,2017,5679325,['Escherichia coli'],['Ethanol'],"{'alsS': ['Positive'], 'avtA': ['Positive'], 'ilvA': ['Positive'], 'ilvC': ['Positive'], 'ilvD': ['Positive'], 'ilvE': ['Positive'], 'ldh': ['Negative'], 'sdaB': ['Positive'], 'yqhD': ['Positive']}"
6819,29122703,Improving metabolic efficiency of the reverse beta-oxidation cycle by balancing redox cofactor requirement.,2017,,,['Fatty acids'],
6820,29124334,Production of (3-hydroxybutyrate-co-3-hydroxyhexanoate) copolymer from coffee waste oil using engineered Cupriavidus necator.,2018,,['Cupriavidus necator'],,
6821,29128647,A mathematical model to guide genetic engineering of photosynthetic metabolism.,2017,,['Nannochloropsis gaditana'],['Biomass'],
6822,29128917,Heterologous expression of mitochondrial nicotinamide adenine dinucleotide transporter (Ndt1) from Aspergillus fumigatus rescues impaired growth in Δndt1Δndt2 Saccharomyces cerevisiae strain.,2017,,"['Aspergillus fumigatus', 'Saccharomyces cerevisiae']",['Nad'],
6823,29129823,Autonomous control of metabolic state by a quorum sensing (QS)-mediated regulator for bisabolene production in engineered E. coli.,2017,,['Escherichia coli'],['Bisabolene'],
6824,29131627,"Enhancement of 9α-Hydroxy-4-androstene-3,17-dione Production from Soybean Phytosterols by Deficiency of a Regulated Intramembrane Proteolysis Metalloprotease in Mycobacterium neoaurum.",2017,,,['Hydroxy4androstene317dione'],
6825,29136934,Differential responses of the green microalga Chlorella zofingiensis to the starvation of various nutrients for oil and astaxanthin production.,2018,,,['Carotenoids'],
6826,29137138,Metabolic Profile of the Cellulolytic Industrial Actinomycete Thermobifida fusca.,2017,5746737,['Thermobifida fusca'],['Amino acids'],
6827,29137634,Profiling of Saccharomyces cerevisiae transcription factors for engineering the resistance of yeast to lignocellulose-derived inhibitors in biomass conversion.,2017,5686817,['Saccharomyces cerevisiae'],['Biomass'],"{'GND1': ['Other'], 'PGK1': ['Positive'], 'RKI1': ['Other'], 'TAL1': ['Other'], 'TKL1': ['Other'], 'ZWF1': ['Other']}"
6828,29137643,Efficient gene editing in Corynebacterium glutamicum using the CRISPR/Cas9 system.,2017,5686833,['Corynebacterium glutamicum'],['Amino acids'],
6829,29137648,LesR is a novel upstream regulator that controls downstream Clp expression to modulate antibiotic HSAF biosynthesis and cell aggregation in Lysobacter enzymogenes OH11.,2017,5686890,['Lysobacter enzymogenes'],['Antibiotichsaf'],
6830,29141192,Impact of the cultivation strategy on resveratrol production from glucose in engineered Corynebacterium glutamicum.,2018,,['Corynebacterium glutamicum'],['Resveratrol'],
6831,29142820,Excessive by-product formation: A key contributor to low isobutanol yields of engineered <i>Saccharomyces cerevisiae</i> strains.,2016,5678825,['Saccharomyces cerevisiae'],['Butanediol'],"{'ILV2': ['Positive', 'Negative'], 'ILV6': ['Negative'], 'PDC1': ['Positive'], 'PDC5': ['Positive'], 'PDC6': ['Positive'], 'ilvB': ['Positive']}"
6832,29142822,Development of a plasmid-based expression system in <i>Clostridium thermocellum</i> and its use to screen heterologous expression of bifunctional alcohol dehydrogenases (<i>adhE</i>s).,2016,5678826,['Acetivibrio thermocellus'],['Ethanol'],
6833,29142825,Creating metabolic demand as an engineering strategy in <i>Pseudomonas putida</i> - Rhamnolipid synthesis as an example.,2016,5678820,['Pseudomonas putida'],['Rhamnolipid'],
6834,29142826,Microbial synthesis of a branched-chain ester platform from organic waste carboxylates.,2016,5678828,"['Escherichia coli', 'Saccharomyces cerevisiae']",['Ester'],
6835,29142827,Overexpression of the primary sigma factor gene <i>sigA</i> improved carotenoid production by <i>Corynebacterium glutamicum</i>: Application to production of β-carotene and the non-native linear C50 carotenoid bisanhydrobacterioruberin.,2017,5678898,['Corynebacterium glutamicum'],['Genesigacarotenoid'],{'sigA': ['Positive']}
6836,29142828,Metabolic engineering of <i>Ustilago trichophora</i> TZ1 for improved malic acid production.,2017,5678829,['Ustilago trichophora'],['Malate2'],
6837,29143082,Spatial separation of photosynthesis and ethanol production by cell type-specific metabolic engineering of filamentous cyanobacteria.,2018,,"['Anabaena PCC', 'Zymomonas mobilis']",['Ethanol'],
6838,29145122,The myo-inositol/proton symporter IolT1 contributes to d-xylose uptake in Corynebacterium glutamicum.,2018,,['Corynebacterium glutamicum'],,
6839,29145596,A CRISPR/Cas9-based exploration into the elusive mechanism for lactate export in Saccharomyces cerevisiae.,2017,,['Saccharomyces cerevisiae'],['025h1lactate'],{'sat': ['Positive']}
6840,29145843,Development of a CRISPR/Cas9 genome editing toolbox for Corynebacterium glutamicum.,2017,5693361,['Corynebacterium glutamicum'],['Cas9protein'],"{'lacZ': ['Positive'], 'ldhA': ['Positive', 'Negative'], 'rpsL': ['Other', 'Positive']}"
6841,29145855,Generation of a platform strain for ionic liquid tolerance using adaptive laboratory evolution.,2017,5691611,['Escherichia coli'],['Aagacgsnpnucleotide'],"{'hns': ['Positive'], 'tdk': ['Other']}"
6842,29146470,Combination of type II fatty acid biosynthesis enzymes and thiolases supports a functional β-oxidation reversal.,2018,,"['Treponema denticola', 'Cupriavidus necator', 'Clostridium beijerinckii', 'Pseudomonas aeruginosa', 'Megasphaera elsdenii', 'Euglena gracilis']","['Enzymes', 'Fatty acids']",
6843,29149547,Engineering Escherichia coli Co-Cultures for Production of Curcuminoids From Glucose.,2018,,['Escherichia coli'],['Curcuminoid'],
6844,29149798,Reconstructing Biosynthetic Pathway of the Plant-Derived Cancer Chemopreventive-Precursor Glucoraphanin in Escherichia coli.,2018,,['Escherichia coli'],['Glucoraphanin1'],
6845,29150499,Understanding Functional Roles of Native Pentose-Specific Transporters for Activating Dormant Pentose Metabolism in Yarrowia lipolytica.,2018,5772232,['Yarrowia lipolytica'],"['Other biofuels', 'Pentose']",{'xyl1': ['Positive']}
6846,29150511,Sulfolobus acidocaldarius Transports Pentoses via a Carbohydrate Uptake Transporter 2 (CUT2)-Type ABC Transporter and Metabolizes Them through the Aldolase-Independent Weimberg Pathway.,2018,5772230,['Sulfolobus acidocaldarius'],['Kdx/kda'],
6847,29150512,A Genetic System for the Thermophilic Acetogenic Bacterium Thermoanaerobacter kivui.,2018,5772241,['Thermoanaerobacter kivui'],['Carbonatom'],"{'pyrE': ['Negative', 'Positive']}"
6848,29150693,A collection of genetically engineered Populus trees reveals wood biomass traits that predict glucose yield from enzymatic hydrolysis.,2017,5693926,['Populus tremula'],,
6849,29150705,Novel polycondensed biopolyamide generated from biomass-derived 4-aminohydrocinnamic acid.,2018,,"['Escherichia coli', 'Clostridium acetobutylicum']",['Macromolecule'],
6850,29151638,Polyhydroxyalkanoate Production and Degradation Patterns in <i>Bacillus</i> Species.,2017,5671432,['Staphylococcus aureus'],['PHB/PHA'],
6851,29151886,Optogenetic regulation of artificial microRNA improves H<sub>2</sub> production in green alga <i>Chlamydomonas reinhardtii</i>.,2017,5678773,,['Other biofuels'],{'psbA': ['Negative']}
6852,29151887,An accurate description of <i>Aspergillus niger</i> organic acid batch fermentation through dynamic metabolic modelling.,2017,5679502,['Aspergillus niger'],,"{'gox': ['Negative'], 'pyrG': ['Negative']}"
6853,29153651,Enhanced l-ornithine production by systematic manipulation of l-ornithine metabolism in engineered Corynebacterium glutamicum S9114.,2018,,['Corynebacterium glutamicum'],['Ornithine'],{'gdh': ['Positive']}
6854,29155059,Microbial production of branched-chain dicarboxylate 2-methylsuccinic acid via enoate reductase-mediated bioreduction.,2018,,"['Klebsiella pneumoniae', 'Escherichia coli', 'Bacillus subtilis']","['Dicarboxylatedianion', 'Methylsuccinate']",
6855,29155060,Controlling cell-free metabolism through physiochemical perturbations.,2018,,"['Treponema denticola', 'Escherichia coli']",['Butanol'],
6856,29157236,Monitoring of nutrient limitation in growing E. coli: a mathematical model of a ppGpp-based biosensor.,2017,5697348,['Escherichia coli'],['Other biofuels'],
6857,29158189,Development of an oxygen-independent flavin mononucleotide-based fluorescent reporter system in Clostridium beijerinckii and its potential applications.,2018,,['Clostridium beijerinckii'],,
6858,29159508,Comparative genomics and transcriptome analysis of Lactobacillus rhamnosus ATCC 11443 and the mutant strain SCT-10-10-60 with enhanced L-lactic acid production capacity.,2018,,,['Lactate'],
6859,29160039,Fine-tuning the P. pastoris iMT1026 genome-scale metabolic model for improved prediction of growth on methanol or glycerol as sole carbon sources.,2018,5743807,['Komagataella pastoris'],['Proteins'],
6860,29161329,Comparative metabolomics profiling of engineered Saccharomyces cerevisiae lead to a strategy that improving β-carotene production by acetate supplementation.,2017,5697841,['Saccharomyces cerevisiae'],['Carotenoids'],"{'ACS1': ['Positive'], 'ACS2': ['Positive'], 'ADH2': ['Negative', 'Positive'], 'ALD6': ['Positive']}"
6861,29161506,Multiplexed CRISPR/Cas9 Genome Editing and Gene Regulation Using Csy4 in Saccharomyces cerevisiae.,2018,,['Saccharomyces cerevisiae'],,"{'ACS1': ['Other'], 'FAA1': ['Negative'], 'FAA4': ['Negative'], 'HMG1': ['Other'], 'OLE1': ['Other'], 'POX1': ['Negative'], 'TES1': ['Negative']}"
6862,29162107,Production of highly efficient cellulase mixtures by genetically exploiting the potentials of Trichoderma reesei endogenous cellulases for hydrolysis of corncob residues.,2017,5696804,['Trichoderma reesei'],['Cellulasemixture'],"{'bgl1': ['Positive'], 'cbh2': ['Positive'], 'egl2': ['Positive']}"
6863,29163455,"Designing and Creating a Synthetic Omega Oxidation Pathway in <i>Saccharomyces cerevisiae</i> Enables Production of Medium-Chain α, ω-Dicarboxylic Acids.",2017,5673993,['Saccharomyces cerevisiae'],['Dicarboxylicacid'],"{'FAA1': ['Negative'], 'POX1': ['Negative']}"
6864,29163459,CRISPR/Cas9 System as a Valuable Genome Editing Tool for Wine Yeasts with Application to Decrease Urea Production.,2017,5678006,['Saccharomyces cerevisiae'],['Urea'],"{'TRP1': ['Negative'], 'URA3': ['Negative']}"
6865,29163920,Harnessing fungal nonribosomal cyclodepsipeptide synthetases for mechanistic insights and tailored engineering.,2017,5674221,"['Leishmania donovani', 'Aspergillus niger', 'Trypanosoma cruzi']",['Cdp'],
6866,29164417,Native promoters of Corynebacterium glutamicum and its application in L-lysine production.,2018,,['Corynebacterium glutamicum'],['Amino acids'],
6867,29166916,Process optimization for enhancing production of cis-4-hydroxy-L-proline by engineered Escherichia coli.,2017,5700529,['Escherichia coli'],['Amino acids'],"{'putA': ['Negative', 'Positive']}"
6868,29166918,Engineering Priestia megaterium for production of functional intracellular materials.,2017,5700737,['Priestia megaterium'],,
6869,29167442,Combinatorial metabolic engineering using an orthogonal tri-functional CRISPR system.,2017,5700065,['Saccharomyces cerevisiae'],['Carotenoids'],"{'ADE2': ['Negative'], 'ERG9': ['Negative', 'Positive'], 'HMG1': ['Positive', 'Negative'], 'PDI1': ['Positive', 'Negative'], 'PMR1': ['Negative', 'Other', 'Positive']}"
6870,29167457,The genetic basis for the adaptation of E. coli to sugar synthesis from CO<sub>2</sub>.,2017,5700066,['Escherichia coli'],['Biomass'],"{'cpdA': ['Negative', 'Other'], 'pgi': ['Negative', 'Positive', 'Other'], 'ppsA': ['Other'], 'ppsR': ['Other', 'Negative', 'Positive'], 'prs': ['Positive', 'Other'], 'serA': ['Negative', 'Positive']}"
6871,29167468,Transcriptome and metabolite analyses reveal the complex metabolic genes involved in volatile terpenoid biosynthesis in garden sage (Salvia officinalis).,2017,5700130,,['Lipids'],
6872,29167702,Production of the versatile cellulase for cellulose bioconversion and cellulase inducer synthesis by genetic improvement of <i>Trichoderma reesei</i>.,2017,5688634,['Trichoderma reesei'],['Enzymes'],"{'bgl1': ['Positive'], 'cbh2': ['Positive']}"
6873,29168502,A gut bacterial pathway metabolizes aromatic amino acids into nine circulating metabolites.,2017,5850949,['Clostridium sporogenes'],['Dozen'],"{'fldC': ['Negative', 'Positive', 'Other']}"
6874,29170093,A synthetic construct for genetic engineering of the emerging pathogenic yeast Candida auris.,2018,,,,
6875,29170952,"An Automated Pipeline for Engineering Many-Enzyme Pathways: Computational Sequence Design, Pathway Expression-Flux Mapping, and Scalable Pathway Optimization.",2018,,,,
6876,29170962,Coupling Yeast Golden Gate and VEGAS for Efficient Assembly of the Violacein Pathway in Saccharomyces cerevisiae.,2018,,['Saccharomyces cerevisiae'],['Violacein'],
6877,29170967,High-Throughput Microfluidics for the Screening of Yeast Libraries.,2018,,,,
6878,29172518,Ergot Alkaloid Biosynthesis in the Maize (Zea mays) Ergot Fungus Claviceps gigantea.,2017,5800402,['Claviceps gigantea'],['Ergotalkaloid'],
6879,29174524,Engineering cell wall synthesis mechanism for enhanced PHB accumulation in E. coli.,2018,,['Escherichia coli'],,{'gltA': ['Positive']}
6880,29174903,Boosting bioethanol production from Eucalyptus wood by whey incorporation.,2018,,['Saccharomyces cerevisiae'],['Ethanol'],
6881,29175123,Characterization and application of a novel nicotinamide mononucleotide adenylyltransferase from Thermus thermophilus HB8.,2018,,['Thermus thermophilus'],['Nad'],
6882,29176680,Identification of novel factors enhancing recombinant protein production in multi-copy Komagataella phaffii based on transcriptomic analysis of overexpression effects.,2017,5701153,['Komagataella phaffii'],['Proteins'],{'CPR6': ['Positive']}
6883,29177939,Development of a high-copy-number plasmid via adaptive laboratory evolution of Corynebacterium glutamicum.,2018,,['Corynebacterium glutamicum'],['Proteins'],{'parB': ['Other']}
6884,29178875,"Metabolic engineering of Synechococcus elongatus PCC 7942 for improvement of 1,3-propanediol and glycerol production based on in silico simulation of metabolic flux distribution.",2017,5702090,['Synechococcus elongatus'],"['Propanediol', 'Glycerol']",
6885,29178877,Non-sterilized fermentation of high optically pure D-lactic acid by a genetically modified thermophilic Bacillus coagulans strain.,2017,5702109,"['Pediococcus acidilactici', 'Sporolactobacillus inulinus', 'Lactococcus lactis']",['Lactate'],"{'LDH': ['Negative', 'Positive'], 'ldh': ['Negative'], 'ldhL': ['Negative']}"
6886,29180366,"<i>In Vitro</i> Enzymatic Depolymerization of Lignin with Release of Syringyl, Guaiacyl, and Tricin Units.",2018,5772236,"['Escherichia coli', 'Allochromatium vinosum']",['Aromatic'],
6887,29181599,"Bioconversion of farnesol and 1,4-dihydroxy-2-naphthoate to menaquinone by an immobilized whole-cell biocatalyst using engineered Elizabethkingia meningoseptica.",2017,,['Elizabethkingia meningoseptica'],['Mk4'],
