,Title,Product_category
29896445,Metabolic engineering of <i>Saccharomyces cerevisiae</i> for overproduction of triacylglycerols.,['lipid']
29896446,Alleviation of reactive oxygen species enhances PUFA accumulation in <i>Schizochytrium</i> sp. through regulating genes involved in lipid metabolism.,['fatty acid']
29896448,Identification of parallel and divergent optimization solutions for homologous metabolic enzymes.,['lignin']
29896807,Modular pathway engineering of key carbon-precursor supply-pathways for improved N-acetylneuraminic acid production in Bacillus subtilis.,['acetylneuraminate']
29896854,Low-pH production of d-lactic acid using newly isolated acid tolerant yeast Pichia kudriavzevii NG7.,['lactate']
29897501,Engineering lipid droplet assembly mechanisms for improved triacylglycerol accumulation in Saccharomyces cerevisiae.,['lipid']
29898665,Modelling the metabolism of protein secretion through the Tat route in Streptomyces lividans.,['protein']
29898721,Optimization of ʟ-ornithine production in recombinant Corynebacterium glutamicum S9114 by cg3035 overexpression and manipulating the central metabolic pathway.,['ornithine']
29899275,Deciphering the Adaptation of <i>Corynebacterium glutamicum</i> in Transition from Aerobiosis via Microaerobiosis to Anaerobiosis.,
29899598,Effect of overexpression of <i>LPAAT</i> and <i>GPD1</i> on lipid synthesis and composition in green microalga <i>Chlamydomonas reinhardtii</i>.,['lipid']
29906505,Rediverting carbon flux in Clostridium ljungdahlii using CRISPR interference (CRISPRi).,['hydroxybutyrate3hb']
29908565,Disruption of gul-1 decreased the culture viscosity and improved protein secretion in the filamentous fungus Neurospora crassa.,['ethanol']
29908566,Production of the compatible solute α-D-glucosylglycerol by metabolically engineered Corynebacterium glutamicum.,['dglucosylglycerol']
29911199,Engineering metabolic pathways in <i>Amycolatopsis japonicum</i> for the optimization of the precursor supply for heterologous brasilicardin congeners production.,['brasilicardincongener']
29912551,Probing the Flexibility of an Iterative Modular Polyketide Synthase with Non-Native Substrates in Vitro.,['hydrocarbon']
29914489,Characterization of the biosynthetic gene cluster of the polyene macrolide antibiotic reedsmycins from a marine-derived Streptomyces strain.,['ouc6819']
29914657,Bacterial Anaerobic Synthesis Gas (Syngas) and CO<sub>2</sub>+H<sub>2</sub> Fermentation.,['syngas']
29915086,Accelerating pathway evolution by increasing the gene dosage of chromosomal segments.,['lticopychromosomal']
29915570,To Construct an Engineered (<i>S</i>)-Equol Resistant <i>E. coli</i> for <i>in Vitro</i> (<i>S</i>)-Equol Production.,['equol']
29915958,Improvement of butanol production by the development and co-culture of C. acetobutylicum TSH1 and B. cereus TSH2.,['butanol']
29920209,Fine-Tuned Protein Production in Methanosarcina acetivorans C2A.,['protein']
29921903,Improving formaldehyde consumption drives methanol assimilation in engineered E. coli.,['sedoheptulose']
29923149,Expression and Extracellular Secretion of Endo-glucanase and Xylanase by Zymomonas mobilis.,['ethanol']
29924368,A universal gene expression system for fungi.,['protein']
29926142,Rerouting carbon flux for optimized biosynthesis of mesaconate in Escherichia coli.,['mesaconate2']
29928307,The synchronous TAG production with the growth by the expression of chloroplast transit peptide-fused ScPDAT in <i>Chlamydomonas reinhardtii</i>.,['other biofuel']
29929980,An <i>N</i>-methyltransferase from <i>Ephedra sinica</i> catalyzing the formation of ephedrine and pseudoephedrine enables microbial phenylalkylamine production.,['phenylalkylamine']
29930704,Optimization of odd chain fatty acid production by <i>Yarrowia lipolytica</i>.,['fatty acid']
29931578,Metabolomics for industrial fermentation.,['antibiotic']
29931608,Constitutive and Chloroplast Targeted Expression of Acetyl-CoA Carboxylase in Oleaginous Microalgae Elevates Fatty Acid Biosynthesis.,['fatty acid']
29932840,Identification and characterization of candidates involved in production of OMEGAs in microalgae: a gene mining and phylogenomic approach.,['strangequark']
29933064,Metabolic pathway engineering for high-level production of 5-hydroxytryptophan in Escherichia coli.,['hydroxytryptophan']
29933498,"A protein chimera strategy supports production of a model ""difficult-to-express"" recombinant target.",['protein']
29934332,"An Engineered Aro1 Protein Degradation Approach for Increased <i>cis,cis</i>-Muconic Acid Biosynthesis in Saccharomyces cerevisiae.",['muconate']
29939709,"Development of a High-Throughput, In Vivo Selection Platform for NADPH-Dependent Reactions Based on Redox Balance Principles.",['genomeenzyme']
29940067,Rational approach to improve ansamitocin P-3 production by integrating pathway engineering and substrate feeding in Actinosynnema pretiosum.,['antibiotic']
29940069,Enhanced production of poly-γ-glutamic acid by improving ATP supply in metabolically engineered Bacillus licheniformis.,['polygammaglutamate']
29941904,Non-aqueous homogenous biocatalytic conversion of polysaccharides in ionic liquids using chemically modified glucosidase.,['catalytic']
29942079,Metabolic engineering of a carbapenem antibiotic synthesis pathway in Escherichia coli.,['carbapenemantibiotic']
29945583,Engineering Geobacillus thermodenitrificans to introduce cellulolytic activity; expression of native and heterologous cellulase genes.,['other biofuel']
29945765,"Modification of an engineered Escherichia coli by a combined strategy of deleting branch pathway, fine-tuning xylose isomerase expression, and substituting decarboxylase to improve 1,2,4-butanetriol production.",['other biofuel']
29948122,Upregulating the mevalonate pathway and repressing sterol synthesis in Saccharomyces cerevisiae enhances the production of triterpenes.,['triterpene']
29948194,Reprogramming Halomonas for industrial production of chemicals.,"['PHB/PHA', 'protein']"
29948195,Metabolomics profiling reveals the mechanism of increased pneumocandin B<sub>0</sub> production by comparing mutant and parent strains.,['b0']
29948210,Efficient production of (R)-(-)-2-hydroxy-4-phenylbutyric acid by recombinant Pichia pastoris expressing engineered D-lactate dehydrogenase from Lactobacillus plantarum with a single-site mutation.,['2hydroxy4phenylbutyrate']
29950589,A promiscuous cytochrome P450 aromatic O-demethylase for lignin bioconversion.,['catechol']
29951116,Genome editing of <i>Ralstonia eutropha</i> using an electroporation-based CRISPR-Cas9 technique.,['co2']
29958422,"Lysoquinone-TH1, a New Polyphenolic Tridecaketide Produced by Expressing the Lysolipin Minimal PKS II in <i>Streptomyces albus</i>.",['polyphenolictridecaketide']
29959017,Biochemical characterization of Caulobacter crescentus xylose dehydrogenase.,['xylulose']
29959865,Design and modularized optimization of one-step production of N-acetylneuraminic acid from chitin in Serratia marcescens.,['acetylneuraminate']
29964131,Adaptive response of yeast cells to triggered toxicity of phosphoribulokinase.,"['amino acid', 'cleotide']"
29966097,Library of Synthetic Streptomyces Regulatory Sequences for Use in Promoter Engineering of Natural Product Biosynthetic Gene Clusters.,['peptide']
29968471,One-Pot Multienzyme Cofactors Recycling (OPME-CR) System for Lactose and Non-natural Saccharide Conjugated Polyphenol Production.,['polyphenol']
29970082,Engineering de novo anthocyanin production in Saccharomyces cerevisiae.,['anthocyanin']
29970091,Metabolic engineering of Escherichia coli for the synthesis of polyhydroxyalkanoates using acetate as a main carbon source.,['PHB/PHA']
29971056,A Novel Process for Cadaverine Bio-Production Using a Consortium of Two Engineered <i>Escherichia coli</i>.,['cadaverine2']
29973148,Development and validation of an updated computational model of Streptomyces coelicolor primary and secondary metabolism.,['tobramyc23']
29973681,"Engineered production of kitasetalic acid, a new tetrahydro-β-carboline with the ability to suppress glucose-regulated protein synthesis.",['kitasetalate']
29974209,Cyanobacterial production of plant essential oils.,"['hydrocarbon', 'monoterpene']"
29976061,Synthetic Pathway for the Production of Olivetolic Acid in Escherichia coli.,['olivetolate']
29977232,Enhanced Triacylglycerol Production With Genetically Modified <i>Trichosporon oleaginosus</i>.,['triacylglycerol']
29977332,Manipulation of two regulatory genes for efficient production of chromomycins in <i>Streptomyces reseiscleroticus</i>.,['antibiotic']
29977335,Enhancing oil production and harvest by combining the marine alga <i>Nannochloropsis oceanica</i> and the oleaginous fungus <i>Mortierella elongata</i>.,['cellsfewerlipiddroplet']
29979567,Directed Accumulation of Anticancer Depsipeptides by Characterization of Neoantimycins Biosynthetic Pathway and an NADPH-Dependent Reductase.,['formamidosalicylate']
29980730,Improving catalytic activity of the Baeyer-Villiger monooxygenase-based Escherichia coli biocatalysts for the overproduction of (Z)-11-(heptanoyloxy)undec-9-enoic acid from ricinoleic acid.,['baeyervilliger']
29981237,Metabolic engineering of Bacillus subtilis for l-valine overproduction.,['amino acid']
29981572,Rational modification of tricarboxylic acid cycle for improving L-lysine production in Corynebacterium glutamicum.,['amino acid']
29982623,Towards the synthetic design of camelina oil enriched in tailored acetyl-triacylglycerols with medium-chain fatty acids.,['acetyl12diacylsnglycerolsacetyltag']
29983740,Stepwise metabolic engineering of <i>Escherichia coli</i> to produce triacylglycerol rich in medium-chain fatty acids.,['triacylglycerolrich']
29983743,"A pyruvate carbon flux tugging strategy for increasing 2,3-butanediol production and reducing ethanol subgeneration in the yeast <i>Saccharomyces cerevisiae</i>.",['butanediol']
29984395,Impact on strain growth and butenyl-spinosyn biosynthesis by overexpression of polynucleotide phosphorylase gene in Saccharopolyspora pogona.,['butenylspinosyn']
29986837,Enhanced squalene biosynthesis in Yarrowia lipolytica based on metabolically engineered acetyl-CoA metabolism.,['squalene']
29987383,Improving the fermentation performance of Clostridium acetobutylicum ATCC 824 by strengthening the VB1 biosynthesis pathway.,['vb1']
29988329,Hybrid phenolic-inducible promoters towards construction of self-inducible systems for microbial lignin valorization.,['other biofuel']
29992446,Rhodococcus bacteria as a promising source of oils from olive mill wastes.,['lipid']
29995567,Consolidated bioprocessing for cellulosic ethanol conversion by cellulase-xylanase cell-surfaced yeast consortium.,['ethanol']
29999533,Engineered GH11 xylanases from Orpinomyces sp. PC-2 improve techno-functional properties of bread dough.,['xylanase']
30002728,Iterative cycle of widely targeted metabolic profiling for the improvement of 1-butanol titer and productivity in <i>Synechococcus elongatus</i>.,['acetylcoa']
30002729,An iterative computational design approach to increase the thermal endurance of a mesophilic enzyme.,['temperature']
30002999,Metabolic engineering of <i>E. coli</i> for the production of <i>O</i>-succinyl-l-homoserine with high yield.,['osh']
30004090,Author Correction: Metabolic engineering of Saccharomyces cerevisiae for production of very long chain fatty acid-derived chemicals.,['fatty acid']
30006798,Enhanced production of succinic acid from methanol-organosolv pretreated Strophanthus preussii by recombinant Escherichia coli.,['succinate2']
30006941,First aspects on acetate metabolism in the yeast Dekkera bruxellensis: a few keys for improving ethanol fermentation.,['statu']
30007481,Down-regulation of pyruvate decarboxylase gene of white-rot fungus Phlebia sp. MG-60 modify the metabolism of sugars and productivity of extracellular peroxidase activity.,['ethanol']
30008425,Integrated constraints based analysis of an engineered violacein pathway in Escherichia coli.,['violacein']
30009131,"Engineering redox-balanced ethanol production in the cellulolytic and extremely thermophilic bacterium, <i>Caldicellulosiruptor bescii</i>.",['ethanol']
30009844,Optimisation of enzyme cascades for chiral amino alcohol synthesis in aid of host cell integration using a statistical experimental design approach.,['aminoalcohol']
30012131,Engineering of Escherichia coli for Krebs cycle-dependent production of malic acid.,['malate2']
30015485,Biosynthetic Baeyer-Villiger Chemistry Enables Access to Two Anthracene Scaffolds from a Single Gene Cluster in Deep-Sea-Derived Streptomyces olivaceus SCSIO T05.,['rishirilide']
30015557,Metabolic engineering of Escherichia coli W3110 strain by incorporating genome-level modifications and synthetic plasmid modules to enhance L-Dopa production from glycerol.,['dihydroxyphenylalanine']
30016537,Superior protein titers in half the fermentation time: Promoter and process engineering for the glucose-regulated GTH1 promoter of Pichia pastoris.,['protein']
30016654,Co-expression of squalene epoxidases with triterpene cyclases boosts production of triterpenoids in plants and yeast.,['triterpenoid']
30017797,Phototrophic production of heterologous diterpenoids and a hydroxy-functionalized derivative from Chlamydomonas reinhardtii.,['diterpenoid']
30017916,Linkage-Specific Detection and Metabolism of Human Milk Oligosaccharides in Escherichia coli.,['carbohydrate']
30019152,Metabolic engineering of Pichia pastoris GS115 for enhanced pentose phosphate pathway (PPP) flux toward recombinant human interferon gamma (hIFN-γ) production.,['hifngamma']
30019750,Metabolic engineering of Escherichia coli for the enhanced production of l-tyrosine.,['amino acid']
30021117,Rational engineering of ornithine decarboxylase with greater selectivity for ornithine over lysine through protein network analysis.,['polyamidemacromolecule']
30021444,Discovery and Evaluation of Biosynthetic Pathways for the Production of Five Methyl Ethyl Ketone Precursors.,['methylethylketoneprecursor']
30021574,Heterologous production of levopimaric acid in Saccharomyces cerevisiae.,['levopimarate']
30022171,Engineering the oleaginous red yeast Rhodotorula glutinis for simultaneous β-carotene and cellulase production.,"['enzyme', 'carotenoid']"
30023691,Engineering <i>Saccharomyces cerevisiae</i> for Efficient Biosynthesis of Fatty Alcohols Based on Enhanced Supply of Free Fatty Acids.,['fattyalcohol']
30024739,Promoter Engineering for Enhanced P(3HB- co-4HB) Production by Halomonas bluephagenesis.,['p3hbco4hb']
30025762,"Systematic overexpression study to find target enzymes enhancing production of terpenes in Synechocystis PCC 6803, using isoprene as a model compound.",['terpene']
30026566,Global investigation of an engineered nitrogen-fixing Escherichia coli strain reveals regulatory coupling between host and heterologous nitrogen-fixation genes.,
30026807,Metabolic engineering of <i>Saccharomyces cerevisiae</i> for 7-dehydrocholesterol overproduction.,['dehydrocholesterol']
30026810,Increased drought tolerance in plants engineered for low lignin and low xylan content.,['other biofuel']
30027490,Expression of Gre2p improves tolerance of engineered xylose-fermenting Saccharomyces cerevisiae to glycolaldehyde under xylose metabolism.,
30027801,Prunasin production using engineered Escherichia coli expressing UGT85A47 from Japanese apricot and UDP-glucose biosynthetic enzyme genes.,['prunasin']
30029656,"Metabolic engineering of Corynebacterium glutamicum for the production of cis, cis-muconic acid from lignin.","['muconate', 'ci']"
30030154,Multiplex navigation of global regulatory networks (MINR) in yeast for improved ethanol tolerance and production.,['ethanol']
30030226,Simultaneous Improvements of Pseudomonas Cell Growth and Polyhydroxyalkanoate Production from a Lignin Derivative for Lignin-Consolidated Bioprocessing.,['PHB/PHA']
30030227,Microbial Cell Factories à <i>la Carte</i>: Elimination of Global Regulators Cra and ArcA Generates Metabolic Backgrounds Suitable for the Synthesis of Bioproducts in Escherichia coli.,"['succinate2', 'propanediol']"
30030228,Lessons in Membrane Engineering for Octanoic Acid Production from Environmental Escherichia coli Isolates.,['octanoate']
30030563,Complete Genome Sequence of Clostridium kluyveri JZZ Applied in Chinese Strong-Flavor Liquor Production.,['neseliquor']
30031819,Rational engineering of the shikimate and related pathways in Corynebacterium glutamicum for 4-hydroxybenzoate production.,['hydroxybenzoate']
30031850,Production of sesquiterpenoid zerumbone from metabolic engineered Saccharomyces cerevisiae.,['sesquiterpenoidzerumbone']
30034524,"Peroxisomes and peroxisomal transketolase and transaldolase enzymes are essential for xylose alcoholic fermentation by the methylotrophic thermotolerant yeast, <i>Ogataea (Hansenula) polymorpha</i>.",['xylose']
30034576,Isolation of improved free fatty acid overproducing strains of <i>Escherichia coli</i> via Nile red based high-throughput screening.,['hydrocarbon']
30037548,Re-engineering of an Escherichia coli K-12 strain for the efficient production of recombinant human Interferon Gamma.,['interferon']
30039359,Photosynthetic physiological performance and proteomic profiling of the oleaginous algae Scenedesmus acuminatus reveal the mechanism of lipid accumulation under low and high nitrogen supplies.,['fatty acid']
30041142,Xylitol production from lignocellulosic whole slurry corn cob by engineered industrial Saccharomyces cerevisiae PE-2.,['xylitol']
30045743,Enhanced biosynthesis of phenazine-1-carboxamide by engineered Pseudomonas chlororaphis HT66.,['phenazine1carboxamide']
30046952,Engineering Escherichia coli to increase triacetic acid lactone (TAL) production using an optimized TAL sensor-reporter system.,['lactonetal']
30047723,Thermostability and Specific-Activity Enhancement of an Arginine Deiminase from Enterococcus faecalis SK23.001 via Semirational Design for l-Citrulline Production.,['citrulline']
30048680,Engineering Corynebacterium glutamicum for methanol-dependent growth and glutamate production.,['amino acid']
30049895,Eudesmane-type sesquiterpene diols directly synthesized by a sesquiterpene cyclase in <i>Tripterygium wilfordii</i>.,['other biofuel']
30050901,Textile Dye Decolorizing Synechococcus PCC7942 Engineered With CotA Laccase.,['pcc7942nsiicotaprotein']
30054364,Alcohol Acetyltransferase Eat1 Is Located in Yeast Mitochondria.,['ethylacetate']
30055323,Photosynthesis-dependent biosynthesis of medium chain-length fatty acids and alcohols.,"['fatty acid', 'alcohol']"
30055324,Characterization and engineering of a carotenoid biosynthesis operon from Bacillus megaterium.,['carotenoidoperon']
30056370,"Metabolic engineering of Escherichia coli for 1,3-propanediol biosynthesis from glycerol.",['propanediol']
30056834,High and efficient isomaltulose production using an engineered Yarrowia lipolytica strain.,['dglucopyranosyldfructofuranose']
30057338,System analysis and improved [FeFe] hydrogenase O<sub>2</sub> tolerance suggest feasibility for photosynthetic H<sub>2</sub> production.,['hydrogenase']
30060409,Coproduction of cell-bound and secreted value-added compounds: Simultaneous production of carotenoids and amino acids by Corynebacterium glutamicum.,"['amino acid', 'carotenoid']"
30061929,Engineering TATA-binding protein Spt15 to improve ethanol tolerance and production in <i>Kluyveromyces marxianus</i>.,['spt15']
30061932,Metabolic engineering of <i>Escherichia coli</i> for production of mixed isoprenoid alcohols and their derivatives.,"['lipid', 'alcohol']"
30061933,Electron carriers increase electricity production in methane microbial fuel cells that reverse methanogenesis.,['electroncarrier']
30063071,Inactivating NADH:quinone oxidoreductases affects the growth and metabolism of Klebsiella pneumoniae.,['electronentry']
30063082,Alka(e)ne synthesis in Cupriavidus necator boosted by the expression of endogenous and heterologous ferredoxin-ferredoxin reductase systems.,['alkaene']
30063246,Carbon monoxide conversion with Clostridium aceticum.,['carbonmonoxide']
30064208,Highly Active C<sub>8</sub>-Acyl-ACP Thioesterase Variant Isolated by a Synthetic Selection Strategy.,['fatty acid']
30069076,"Elevated production of the aromatic fragrance molecule, 2-phenylethanol, using Metschnikowia pulcherrima through both de novo and ex novo conversion in batch and continuous modes.",['aromaticfragrance']
30069077,Application of a thermostable Baeyer-Villiger monooxygenase for the synthesis of branched polyester precursors.,['polyesterprecursor']
30072730,Sensor-regulator and RNAi based bifunctional dynamic control network for engineered microbial synthesis.,['muconate']
30073115,Enhancement of bioplastic polyhydroxybutyrate P(3HB) production from glucose by newly engineered strain <i>Cupriavidus necator</i> NSDG-GG using response surface methodology.,['plasticpolyhydroxybutyratep3hb']
30076310,Global rewiring of cellular metabolism renders Saccharomyces cerevisiae Crabtree negative.,['ethanol']
30076425,Metabolic engineering of Clostridium acetobutylicum for the production of butyl butyrate.,['butylbutyrate']
30076552,Rationally designed perturbation factor drives evolution in Saccharomyces cerevisiae for industrial application.,['alcoholicbeverage']
30081040,Markerless genome editing in Clostridium beijerinckii using the CRISPR-Cpf1 system.,['other biofuel']
30081287,Elimination of biosynthetic pathways for l-valine and l-isoleucine in mitochondria enhances isobutanol production in engineered Saccharomyces cerevisiae.,['other biofuel']
30082815,Metabolic engineering using iterative self-cloning to improve lipid productivity in Coccomyxa.,['lipid']
30083963,In silico and in vivo analysis of signal peptides effect on recombinant glucose oxidase production in nonconventional yeast Yarrowia lipolytica.,['enzyme']
30085062,Efficient co-expression of multiple enzymes from a single promoter mediated by virus 2A sequence in the oleaginous yeast Rhodosporidium toruloides.,['lipidscarotenoid']
30085077,Consolidated bioprocessing of raw starch with Saccharomyces cerevisiae strains expressing fungal alpha-amylase and glucoamylase combinations.,['other biofuel']
30087668,Construction of a Shuttle Vector Using an Endogenous Plasmid From the Cyanobacterium Synechocystis sp. PCC6803.,['amplicon']
30090271,"Genome mining and molecular characterization of the biosynthetic gene cluster of a diterpenic meroterpenoid, 15-deoxyoxalicine B, in <i>Penicillium canescens</i>.",['meroterpenoid']
30092627,Synergistic Rewiring of Carbon Metabolism and Redox Metabolism in Cytoplasm and Mitochondria of Aspergillus oryzae for Increased l-Malate Production.,['malate2']
30096176,BioPS: System for screening and assessment of biofuel-production potential of cyanobacteria.,['fatty acid']
30096230,"Metabolic Engineering of Escherichia coli for Efficient Production of 2-Pyrone-4,6-dicarboxylic Acid from Glucose.",['pyrone46dicarboxylate']
30096370,Genome-based deletion analysis in Aspergillus terreus reveals the acetylaranotin bis-thiomethyltransferase gene.,['atay']
30096424,Metabolic engineering of Escherichia coli for high-level astaxanthin production with high productivity.,['carotenoid']
30096425,Boosting heterologous protein production yield by adjusting global nitrogen and carbon metabolic regulatory networks in Bacillus subtilis.,['protein']
30096670,Effective one-step saccharification of lignocellulosic biomass using magnetite-biocatalysts containing saccharifying enzymes.,['bxlb']
30099598,Bacterial Glycoengineering as a Biosynthetic Route to Customized Glycomolecules.,['carbohydrate']
30100189,Reprogramming Yeast Metabolism from Alcoholic Fermentation to Lipogenesis.,['fatty acid']
30102770,Reconstruction of tricarboxylic acid cycle in Corynebacterium glutamicum with a genome-scale metabolic network model for trans-4-hydroxyproline production.,['hydroxyproline']
30102986,Heterologous expression of a novel d‑lactate dehydrogenase from Lactobacillus sp. ZX1 and its application for d‑phenyllactic acid production.,['d‐phenyllactate']
30103600,Combinatory Biosynthesis of Prenylated 4-Hydroxybenzoate Derivatives by Overexpression of the Substrate-Promiscuous Prenyltransferase XimB in Engineered E. coli.,['hydroxybenzoate']
30105571,Engineering Salinispora tropica for heterologous expression of natural product biosynthetic gene clusters.,['salinosporamide']
30105781,Combinatorial Fine-Tuning of GNA1 and GlmS Expression by 5'-Terminus Fusion Engineering Leads to Overproduction of N-Acetylglucosamine in Bacillus subtilis.,['acetylglucosamine']
30107263,Directed strain evolution restructures metabolism for 1-butanol production in minimal media.,['butanol']
30107496,Metabolic engineering strategies for improvement of ethanol production in cellulolytic Saccharomyces cerevisiae.,['ethanol']
30108554,"Enhancing Production of Pinene in <i>Escherichia coli</i> by Using a Combination of Tolerance, Evolution, and Modular Co-culture Engineering.",['nene']
30109633,Synthesis of Carotenoids of Industrial Interest in the Photosynthetic Bacterium Rhodopseudomonas palustris : Bioengineering and Growth Conditions.,['carotenoid']
30109635,Expression Vectors and Gene Fusions for the Directed Modification of the Carotenoid Biosynthesis Pathway in Mucor circinelloides.,['carotenoid']
30109640,Engineering Pichia pastoris for the Production of Carotenoids.,['carotenoid']
30109903,Enzymatic Amide Tailoring Promotes Retro-Aldol Amino Acid Conversion To Form the Antifungal Agent Aspirochlorine.,['retroaldolaminoacid']
30116233,Decreased Rhamnose Metabolic Flux Improved Production of Target Proteins and Cell Flocculation in <i>Pichia pastoris</i>.,['protein']
30120523,Metabolic engineering of Bacillus subtilis for the co-production of uridine and acetoin.,['acetoin']
30120620,Engineering Yarrowia lipolytica for the production of cyclopropanated fatty acids.,['fatty acid']
30121749,"MilR2, a novel TetR family regulator involved in 5-oxomilbemycin A3/A4 biosynthesis in Streptomyces hygroscopicus.",['oxomilbemycina3/a4']
30121750,Multi-omic characterization of laboratory-evolved Saccharomyces cerevisiae HJ7-14 with high ability of algae-based ethanol production.,['ethanol']
30124821,Isolation of a thermotolerant Rhodosporidium toruloides DMKU3-TK16 mutant and its fatty acid profile at high temperature.,['other biofuel']
30125674,One-pot two-strain system based on glucaric acid biosensor for rapid screening of myo-inositol oxygenase mutations and glucaric acid production in recombinant cells.,['glucarate2']
30127411,Contribution of isopentenyl phosphate to plant terpenoid metabolism.,['isoprenoid/terpenoid']
30127518,"Identification of novel sesquiterpene synthase genes that mediate the biosynthesis of valerianol, which was an unknown ingredient of tea.",['other biofuel']
30127850,The primary transcriptome of the fast-growing cyanobacterium <i>Synechococcus elongatus</i> UTEX 2973.,['fuelfeedstock']
30134150,Dynamic metabolic response of Aspergillus niger to glucose perturbation: evidence of regulatory mechanism for reduced glucoamylase production.,['enzyme']
30134636,Improved l-Leucine Production in <i>Corynebacterium glutamicum</i> by Optimizing the Aminotransferases.,['amino acid']
30138558,Engineering a Glucosamine-6-phosphate Responsive glmS Ribozyme Switch Enables Dynamic Control of Metabolic Flux in Bacillus subtilis for Overproduction of N-Acetylglucosamine.,['acetylglucosamine']
30138679,Systems-based approaches enable identification of gene targets which improve the flavour profile of low-ethanol wine yeast strains.,['offflavour']
30138874,Modulation of gene expression by cocktail δ-integration to improve carotenoid production in Saccharomyces cerevisiae.,['carotenoid']
30144559,Synthetic metabolic pathways for photobiological conversion of CO<sub>2</sub> into hydrocarbon fuel.,['hydrocarbon']
30144560,"Metabolic engineering of Corynebacterium glutamicum for the production of glutaric acid, a C5 dicarboxylic acid platform chemical.",['glutarate2']
30145882,Enhanced Isoprene Production by Reconstruction of Metabolic Balance between Strengthened Precursor Supply and Improved Isoprene Synthase in Saccharomyces cerevisiae.,['other biofuel']
30148852,Errors in protein synthesis increase the level of saturated fatty acids and affect the overall lipid profiles of yeast.,['protein']
30149205,An engineered oilseed crop produces oil enriched in two very long chain polyunsaturated fatty acids with potential health-promoting properties.,"['dda', 'fatty acid', '22:2n6docosatrienoate']"
30150148,Modification of carbon metabolism in Synechococcus elongatus PCC 7942 by cyanophage-derived sigma factors for bioproduction improvement.,['cya']
30150644,One-step process for production of N-methylated amino acids from sugars and methylamine using recombinant Corynebacterium glutamicum as biocatalyst.,['amino acid']
30151056,Production of alkanes from CO<sub>2</sub> by engineered bacteria.,['alkane']
30151682,Systematic optimization of gene expression of pentose phosphate pathway enhances ethanol production from a glucose/xylose mixed medium in a recombinant Saccharomyces cerevisiae.,['other biofuel']
30154260,Polygenic Analysis in Absence of Major Effector <i>ATF1</i> Unveils Novel Components in Yeast Flavor Ester Biosynthesis.,['ester']
30157840,"Identification, characterization of two NADPH-dependent erythrose reductases in the yeast Yarrowia lipolytica and improvement of erythritol productivity using metabolic engineering.",['erythritol']
30159030,Astaxanthin overproduction in yeast by strain engineering and new gene target uncovering.,['carotenoid']
30159032,A GFP-fusion coupling FACS platform for advancing the metabolic engineering of filamentous fungi.,['fatty acid']
30159648,Enhancement of NAD(H) pool for formation of oxidized biochemicals in Escherichia coli.,['xylulose']
30160937,Optimization of Artificial Curcumin Biosynthesis in E. coli by Randomized 5'-UTR Sequences To Control the Multienzyme Pathway.,['curcumin']
30160938,Establishing a Cell-Free Vibrio natriegens Expression System.,['protein']
30165733,Birth of a Photosynthetic Chassis: A MoClo Toolkit Enabling Synthetic Biology in the Microalga Chlamydomonas reinhardtii.,['dieselprecursor6163']
30166552,Reprogramming of the antimycin NRPS-PKS assembly lines inspired by gene evolution.,['antimycintype']
30169781,Impact of forced fatty acid synthesis on metabolism and physiology of Saccharomyces cerevisiae.,['fatty acid']
30171268,n-Butanol production in S. cerevisiae: co-ordinate use of endogenous and exogenous pathways.,['butanol']
30172260,Engineering the oleaginous yeast Yarrowia lipolytica to produce the aroma compound β-ionone.,['ionone']
30172686,Synthetic methanol auxotrophy of Escherichia coli for methanol-dependent growth and production.,['ethanol']
30173374,"Dynamic flux balance analysis for microbial conversion of glycerol into 1,3-propanediol by Klebsiella pneumoniae.",['propanediol']
30173767,Halomonas and Pathway Engineering for Bioplastics Production.,['plastic']
30173768,Cell-Free Synthetic Biology for Pathway Prototyping.,['other biofuel']
30173771,Commodity Chemicals From Engineered Modular Type I Polyketide Synthases.,['pk']
30173772,Modular Pathway Rewiring of Yeast for Amino Acid Production.,['amino acid']
30176395,CRISPRi allows optimal temporal control of N-acetylglucosamine bioproduction by a dynamic coordination of glucose and xylose metabolism in Bacillus subtilis.,['phosphate3']
30178203,Modular pathway engineering for resveratrol and piceatannol production in engineered Escherichia coli.,['resveratrolpiceatannol']
30178642,Metabolic Engineering of <i>Deinococcus radiodurans</i> for the Production of Phytoene.,['carotenoid']
30179448,Molecular Basis for Olefin Rearrangement in the Gephyronic Acid Polyketide Synthase.,['protein']
30180895,Overexpression of a rice BAHD acyltransferase gene in switchgrass (Panicum virgatum L.) enhances saccharification.,['biomass']
30181019,Biosynthesis of advanced biofuel farnesyl acetate using engineered Escherichia coli.,"['acetate', 'other biofuel']"
30181586,Engineered bidirectional promoters enable rapid multi-gene co-expression optimization.,['protein']
30181775,Efficient metabolic evolution of engineered <i>Yarrowia lipolytica</i> for succinic acid production using a glucose-based medium in an in situ fibrous bioreactor under low-pH condition.,['succinate2']
30187242,Development of mazF-based markerless genome editing system and metabolic pathway engineering in Candida tropicalis for producing long-chain dicarboxylic acids.,['dicarboxylicacid']
30187243,Transcriptomic and proteomic changes from medium supplementation and strain evolution in high-yielding Clostridium thermocellum strains.,['other biofuel']
